ArticleID,Pub_Type,Authors,Year ,Title,Pub_name,Volume,Issue,Pages,source
25936,Journal Article,Vörösmarty_etal,2010,Global threats to human water security and river biodiversity,Nature,467,7315,555-561,PubDatabase
25942,Journal Article,Wakeel_etal,2005,"Forest management and land use/cover changes in a typical micro watershed in the mid elevation zone of Central Himalaya, India",Forest Ecology and Management,213,2022-03-01,229-242,PubDatabase
25944,Journal Article,Walentowitz_etal,2019,Graminoid invasion in an insular endemism hotspot and its protected areas,Diversity,11,10,,PubDatabase
25948,Journal Article,Walker_etal,2020,"Quantifying habitat loss and modification from recent expansion of energy infrastructure in an isolated, peripheral greater sage-grouse population",Journal of Environmental Management,255,,,PubDatabase
25952,Journal Article,Wallace_etal,2011,Global conservation priorities for Marine turtles,PLoS ONE,6,9,,PubDatabase
25953,Journal Article,Wallace_etal,2013,Impacts of fisheries bycatch on marine turtle populations worldwide: Toward conservation and research priorities,Ecosphere,4,3,,PubDatabase
25957,Journal Article,Walston and Hartmann,2018,Development of a landscape integrity model framework to support regional conservation planning,PLoS ONE,13,4,,PubDatabase
25959,Journal Article,Waltham and Sheaves,2015,Expanding coastal urban and industrial seascape in the Great Barrier Reef World Heritage Area: Critical need for coordinated planning and policy,Marine Policy,57,,78-84,PubDatabase
25960,Journal Article,Wamelink_etal,2013,Considerable environmental bottlenecks for species listed in the Habitats and Birds Directives in the Netherlands,Biological Conservation,165,,43-53,PubDatabase
25970,Journal Article,Wang_etal,2017,The spatial distribution of threats to plant species with extremely small populations,Frontiers of Earth Science,11,1,127-136,PubDatabase
25973,Journal Article,Wanghe_etal,2020,Spatial coincidence between mining activities and protected areas of giant panda habitat: The geographic overlaps and implications for conservation,Biological Conservation,247,,,PubDatabase
25978,Journal Article,Wasser_etal,2008,Combating the illegal trade in African elephant ivory with DNA forensics,Conservation Biology,22,4,1065-1071,PubDatabase
25980,Journal Article,Watson_etal,2015,Human encroachment into protected area networks in Zambia: implications for large carnivore conservation,Regional Environmental Change,15,2,415-429,PubDatabase
25986,Journal Article,Weimerskirch_etal,2018,Use of radar detectors to track attendance of albatrosses at fishing vessels,Conservation Biology,32,1,240-245,PubDatabase
25988,Journal Article,Weinzettel_etal,2018,Human footprint in biodiversity hotspots,Frontiers in Ecology and the Environment,16,8,447-452,PubDatabase
25991,Journal Article,Weir_etal,2011,"West Africa's Atlantic humpback dolphin (Sousa teuszii): Endemic, enigmatic and soon endangered?",African Zoology,46,1,2017-01-01,PubDatabase
25997,Journal Article,Wessels_etal,2000,Incorporating land cover information into regional biodiversity assessments in South Africa,Animal Conservation,3,1,67-79,PubDatabase
25998,Journal Article,Wessels_etal,2003,Identification of potential conflict areas between land transformation and biodiversity conservation in north-eastern South Africa,"Agriculture, Ecosystems and Environment",95,1,157-178,PubDatabase
26001,Journal Article,White,2018,"Spatiotemporal variation in fire occurrence in the state of Amazonas, Brazil, between 2003 and 2016",Acta Amazonica,48,4,358-367,PubDatabase
26002,Journal Article,Whitty,2016,"Multi-methods approach to characterizing the magnitude, impact, and spatial risk of Irrawaddy dolphin (Orcaella brevirostris) bycatch in small-scale fisheries in Malampaya Sound, Philippines",Marine Mammal Science,32,3,1022-1043,PubDatabase
26006,Journal Article,Wiemeyer_etal,2017,Repeated conservation threats across the Americas: High levels of blood and bone lead in the Andean Condor widen the problem to a continental scale,Environmental Pollution,220,,672-679,PubDatabase
26011,Journal Article,Wiley_etal,2011,"Modeling speed restrictions to mitigate lethal collisions between ships and whales in the Stellwagen Bank National Marine Sanctuary, USA",Biological Conservation,144,9,2377-2381,PubDatabase
26015,Journal Article,Williams and O'hara,2010,"Modelling ship strike risk to fin, humpback and killer whales in British Columbia, Canada",Journal of Cetacean Research and Management,11,1,2022-08-01,PubDatabase
26016,Journal Article,Williams_etal,2011,"Marine mammals and debris in coastal waters of British Columbia, Canada",Marine Pollution Bulletin,62,6,1303-1316,PubDatabase
26017,Journal Article,Williams_etal,2014,Risks to birds traded for African traditional medicine: A quantitative assessment,PLoS ONE,9,8,,PubDatabase
26032,Journal Article,Winchell_etal,2012,A GIS-based approach to quantifying pesticide use site proximity to salmonid habitat,ACS Symposium Series,1111,,183-196,PubDatabase
26033,Journal Article,Winchell_etal,2014,"Application of an approach for predicting pesticide concentrations in static water bodies using spatially explicit hydrography, landscape, and pesticide use data",ACS Symposium Series,1168,,315-340,PubDatabase
26036,Journal Article,Winemiller_etal,2016,"Balancing hydropower and biodiversity in the Amazon, Congo, and Mekong",Science,351,6269,128-129,PubDatabase
26042,Journal Article,Winters_etal,2017,"A low cost field-survey method for mapping seagrasses and their potential threats: an example from the northern Gulf of Aqaba, Red Sea",Aquatic Conservation: Marine and Freshwater Ecosystems,27,2,324-339,PubDatabase
26044,Journal Article,Witt and Godley,2007,A step towards seascape scale conservation: Using vessel monitoring systems (VMS) to map fishing activity,PLoS ONE,2,10,,PubDatabase
26047,Journal Article,Wittig_etal,2007,A study of climate change and anthropogenic impacts in West Africa,Environmental Science and Pollution Research,14,3,182-189,PubDatabase
26049,Journal Article,Woinarski_etal,2018,How many reptiles are killed by cats in Australia?,Wildlife Research,45,3,247-266,PubDatabase
26050,Journal Article,Wolaver_etal,2018,An approach for evaluating changes in land-use from energy sprawl and other anthropogenic activities with implications for biotic resource management,Environmental Earth Sciences,77,5,,PubDatabase
26053,Journal Article,Wong_etal,2018,"Seasonal vessel activity risk to seabirds in waters off Baffin Island, Canada",Ocean and Coastal Management,163,,339-351,PubDatabase
26054,Journal Article,Woodcock_etal,2013,Impacts of Intensive Logging on the Trophic Organisation of Ant Communities in a Biodiversity Hotspot,Plos One,8,4,7,PubDatabase
26057,Journal Article,Wraith and Pickering,2019,A continental scale analysis of threats to orchids,Biological Conservation,234,,2017-07-01,PubDatabase
26060,Journal Article,Wu,2016,Detecting and Attributing the Effects of Climate Change on the Distributions of Snake Species Over the Past 50 Years,Environmental Management,57,1,207-219,PubDatabase
26063,Journal Article,Wu_etal,2020,Ecological environment assessment for Greater Mekong Subregion based on Pressure-State-Response framework by remote sensing,Ecological Indicators,117,,,PubDatabase
26067,Journal Article,Wyatt_etal,2017,Habitat risk assessment for regional ocean planning in the U.S. Northeast and Mid-Atlantic,PLoS ONE,12,12,,PubDatabase
26068,Journal Article,Xavier Da_etal,2018,"Effectiveness of Protected Areas for biodiversity conservation: Mammal occupancy patterns in the Iguaçu National Park, Brazil",Journal for Nature Conservation,41,,51-62,PubDatabase
26074,Journal Article,Xofis and Poirazidis,2018,Combining different spatio-temporal resolution images to depict landscape dynamics and guide wildlife management,Biological Conservation,218,,2017-10-01,PubDatabase
26076,Journal Article,Xu_etal,2016,"The exposure, sensitivity and vulnerability of natural vegetation in China to climate thermal variability (1901-2013): An indicator-based approach",Ecological Indicators,63,,258-272,PubDatabase
26078,Journal Article,Xu_etal,2019,Impacts of Land-Use Change on Habitat Quality during 1985-2015 in the Taihu Lake Basin,Sustainability,11,13,21,PubDatabase
26080,Journal Article,Yackulic_etal,2011,Anthropogenic and environmental drivers of modern range loss in large mammals,Proceedings of the National Academy of Sciences of the United States of America,108,10,4024-4029,PubDatabase
26081,Journal Article,Yadav_etal,2020,Susceptibility assessment of human–leopard conflict in Aravalli landscape of Haryana using geospatial techniques,Modeling Earth Systems and Environment,,,,PubDatabase
26084,Journal Article,Yang_etal,2017,The joint effect of tidal barrier construction and freshwater releases on the macrobenthos community in the northern Yellow River Delta (China),Ocean & Coastal Management,136,,83-94,PubDatabase
26086,Journal Article,Yang_etal,2019,"Prioritizing Spatially Aggregated Cost-Effective Sites in Natural Reserves to Mitigate Human-Induced Threats: A Case Study of the Qinghai Plateau, China",Sustainability,11,5,23,PubDatabase
26089,Journal Article,Ye_etal,2015,Assessing local and surrounding threats to the protected area network in a biodiversity hotspot: The Hengduan Mountains of Southwest China,PLoS ONE,10,9,,PubDatabase
26090,Journal Article,Yee and Barron,2010,Predicting coral bleaching in response to environmental stressors using 8 years of global-scale data,Environmental Monitoring and Assessment,161,2022-04-01,423-438,PubDatabase
26092,Journal Article,Yin_etal,2020,Spatio-temporal analysis of the human footprint in the Hengduan Mountain region: Assessing the effectiveness of nature reserves in reducing human impacts,Journal of Geographical Sciences,30,7,1140-1154,PubDatabase
26094,Journal Article,Young_etal,2011,Geographic profiling to assess the risk of rare plant poaching in natural areas,Environmental Management,48,3,577-587,PubDatabase
26096,Conference Proceeding,"Yu, S. L., Zhen, J. X., Yang, J. T., Field, R. and Sullivan, D.",2001,Planning for Wetland Protection and Restoration in the Yellow River Delta in China,,,,563-572,PubDatabase
26098,Journal Article,Yu_etal,2020,Exploring variability in landscape ecological risk and quantifying its driving factors in the amu darya delta,International Journal of Environmental Research and Public Health,17,1,,PubDatabase
26102,Journal Article,Yumnam_etal,2014,Prioritizing tiger conservation through landscape genetics and habitat linkages,PLoS ONE,9,11,,PubDatabase
26103,Journal Article,Zacharias and Gregr,2005,Sensitivity and vulnerability in marine environments: An approach to identifying vulnerable marine areas,Conservation Biology,19,1,86-97,PubDatabase
26104,Journal Article,Zafra-Calvo_etal,2010,Discerning the impact of human-mediated factors on biodiversity using bioclimatic envelope models and partial regression techniques,Diversity and Distributions,16,2,300-309,PubDatabase
26111,Journal Article,Zampiglia_etal,2013,Geographic distribution of the chytrid pathogen Batrachochytrium dendrobatidis among mountain amphibians along the Italian peninsula,Diseases of Aquatic Organisms,107,1,61-68,PubDatabase
26112,Journal Article,Zapata-Ríos_etal,2009,Mammal hunting by the Shuar of the Ecuadorian Amazon: Is it sustainable?,ORYX,43,3,375-385,PubDatabase
26117,Journal Article,Zhai_etal,2012,Rubber and pulp plantations represent a double threat to Hainan's natural tropical forests,Journal of Environmental Management,96,1,64-73,PubDatabase
26120,Journal Article,Zhang_etal,2007,"Evaluation of habitat fragmentation of giant panda (Ailuropoda melanoleuca) on the north slopes of Daxiangling Mountains, Sichuan province, China",Animal Biology,57,4,485-500,PubDatabase
26127,Journal Article,Zhang and Vincent,2019,Using cumulative human-impact models to reveal global threat patterns for seahorses,Conservation Biology,33,6,1380-1391,PubDatabase
26131,Journal Article,Zhao_etal,2020,Quantifying the heavy metal risks from anthropogenic contributions in Sichuan panda (Ailuropoda melanoleuca melanoleuca) habitat,Science of the Total Environment,745,,,PubDatabase
