ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res,Continent_Ocean,country_eez,Title
25892,Veach_etal,2017,Observational,Terrestrial,Global,1,Unknown,Unknown,"Threats from urban expansion, agricultural transformation and forest loss on global conservation priority areas"
25894,Velado-Alonso_etal,2020,Observational,Terrestrial,National,100,europe,Spain,Relationships between the distribution of wildlife and livestock diversity
25896,Velho_etal,2012,S_Review,Terrestrial,National,,asia,India,"Hunting: A serious and understudied threat in India, a globally significant conservation region"
25901,Vendramin_etal,2013,Observational,Marine,Sub-national,,mediterranean,Italy,Viral Encephalopathy and Retinopathy in groupers (Epinephelus spp.) in southern Italy: a threat for wild endangered species?
25903,Venegas-Li_etal,2019,Observational,Marine,Global,0.5,Unknown,Unknown,Global assessment of marine biodiversity potentially threatened by offshore hydrocarbon activities
25904,Venkataraman_etal,2002,Observational,Terrestrial,Sub-national,,asia,India,Conservation of a flagship species: Prioritizing Asian Elephant (Elephas maximus) conservation units in southern India
25908,Vergara-Tabares_etal,2020,Observational,Terrestrial,Continental,0.5,africa,Unknown,Global trends of habitat destruction and consequences for parrot conservation
25911,Verones_etal,2017,Observational,Terrestrial,Global,12100,Unknown,Unknown,Biodiversity impacts from water consumption on a global scale for use in life cycle assessment
25912,Versluijs_etal,2020,Experimental,Terrestrial,Sub-national,,europe,Sweden,Comparing the effects of even-aged thinning and selective felling on boreal forest birds
25913,Verutes_etal,2020,Observational,Marine,Multi-national,,south china sea,Malaysia,Using GIS and stakeholder involvement to innovate marine mammal bycatch risk assessment in data-limited fisheries
25925,Vimal_etal,2012,Observational,Terrestrial,Sub-national,100,europe,France,Exploring spatial patterns of vulnerability for diverse biodiversity descriptors in regional conservation planning
25926,Vinitpornsawar,2013,Observational,Terrestrial,Local,1,asia,Thailand,"Population and spatial ecology of tigers and leopards relative to prey availability and human activity in thung yai naresuan (east) wildlife sanctuary, Thailand"
25930,Visintin_etal,2018,Observational,Terrestrial,Sub-national,1,australasia,Australia,Managing the timing and speed of vehicles reduces wildlife-transport collision risk
25933,Vogel,2007,Experimental,Freshwater,Sub-national,,north america,United States,"The decline of Fowler's toad (<i>Bufo fowleri</i>) in southern Louisiana: Molecular genetics, field experiments and landscape studies"
25934,Vojar_etal,2017,Observational,Freshwater,Multi-national,,europe,Montenegro,"Distribution, prevalence, and amphibian hosts of Batrachochytrium dendrobatidis in the Balkans"
25936,Vörösmarty_etal,2010,Observational,Freshwater,Global,0.5,Unknown,Unknown,Global threats to human water security and river biodiversity
25942,Wakeel_etal,2005,Observational,Terrestrial,Local,,asia,India,"Forest management and land use/cover changes in a typical micro watershed in the mid elevation zone of Central Himalaya, India"
25944,Walentowitz_etal,2019,Observational,Terrestrial,Local,500,europe,Spain,Graminoid invasion in an insular endemism hotspot and its protected areas
25948,Walker_etal,2020,Observational,Terrestrial,Local,,north america,United States,"Quantifying habitat loss and modification from recent expansion of energy infrastructure in an isolated, peripheral greater sage-grouse population"
25952,Wallace_etal,2011,Observational,Marine,Global,,Unknown,Unknown,Global conservation priorities for Marine turtles
25953,Wallace_etal,2013,Observational,Marine,Global,,Unknown,Unknown,Impacts of fisheries bycatch on marine turtle populations worldwide: Toward conservation and research priorities
25957,Walston and Hartmann,2018,Observational,Terrestrial,Sub-national,90,north america,United States,Development of a landscape integrity model framework to support regional conservation planning
25959,Waltham and Sheaves,2015,Observational,Marine,Sub-national,,south pacific,Australia,Expanding coastal urban and industrial seascape in the Great Barrier Reef World Heritage Area: Critical need for coordinated planning and policy
25960,Wamelink_etal,2013,Observational,Terrestrial,National,250,europe,Netherlands,Considerable environmental bottlenecks for species listed in the Habitats and Birds Directives in the Netherlands
25970,Wang_etal,2017,Observational,Terrestrial,National,2.5,asia,China,The spatial distribution of threats to plant species with extremely small populations
25973,Wanghe_etal,2020,Observational,Terrestrial,Sub-national,,asia,China,Spatial coincidence between mining activities and protected areas of giant panda habitat: The geographic overlaps and implications for conservation
25978,Wasser_etal,2008,Observational,Terrestrial,Multi-national,,africa,Angola,Combating the illegal trade in African elephant ivory with DNA forensics
25980,Watson_etal,2015,Observational,Terrestrial,Sub-national,,africa,Zambia,Human encroachment into protected area networks in Zambia: implications for large carnivore conservation
25986,Weimerskirch_etal,2018,Observational,Marine,Continental,,indian ocean,Unknown,Use of radar detectors to track attendance of albatrosses at fishing vessels
25988,Weinzettel_etal,2018,Observational,Terrestrial,Global,,Unknown,Unknown,Human footprint in biodiversity hotspots
25991,Weir_etal,2011,Observational,Marine,Local,,south atlantic,Angola,"West Africa's Atlantic humpback dolphin (Sousa teuszii): Endemic, enigmatic and soon endangered?"
25997,Wessels_etal,2000,Observational,Terrestrial,Sub-national,15,africa,South Africa,Incorporating land cover information into regional biodiversity assessments in South Africa
25998,Wessels_etal,2003,Observational,Terrestrial,Sub-national,700,africa,South Africa,Identification of potential conflict areas between land transformation and biodiversity conservation in north-eastern South Africa
26001,White,2018,Observational,Terrestrial,Sub-national,,south america,Brazil,"Spatiotemporal variation in fire occurrence in the state of Amazonas, Brazil, between 2003 and 2016"
26002,Whitty,2016,Observational,Marine,Local,,south atlantic,Philippines,"Multi-methods approach to characterizing the magnitude, impact, and spatial risk of Irrawaddy dolphin (Orcaella brevirostris) bycatch in small-scale fisheries in Malampaya Sound, Philippines"
26006,Wiemeyer_etal,2017,Observational,Terrestrial,Continental,,south america,Unknown,Repeated conservation threats across the Americas: High levels of blood and bone lead in the Andean Condor widen the problem to a continental scale
26011,Wiley_etal,2011,Observational,Marine,Sub-national,,north atlantic,United States,"Modeling speed restrictions to mitigate lethal collisions between ships and whales in the Stellwagen Bank National Marine Sanctuary, USA"
26214,Williams,2017,Observational,Marine,Sub-national,1,north pacific,Alaska,Quantifying the Ecological Processes Underlying Collisions Between Large Baleen Whales and Large Ships to Evaluate Risk
26015,Williams and O'hara,2010,Observational,Marine,Sub-national,25,north pacific,Canada,"Modelling ship strike risk to fin, humpback and killer whales in British Columbia, Canada"
26017,Williams_etal,2014,Observational,Terrestrial,Continental,,africa,Unknown,Risks to birds traded for African traditional medicine: A quantitative assessment
26016,Williams_etal,2011,Observational,Marine,Sub-national,25,north pacific,Canada,"Marine mammals and debris in coastal waters of British Columbia, Canada"
26032,Winchell_etal,2012,Observational,Freshwater,Sub-national,,north america,United States,A GIS-based approach to quantifying pesticide use site proximity to salmonid habitat
26033,Winchell_etal,2014,Observational,Freshwater,Sub-national,,north america,United States,"Application of an approach for predicting pesticide concentrations in static water bodies using spatially explicit hydrography, landscape, and pesticide use data"
26036,Winemiller_etal,2016,Observational,Freshwater,Multi-national,,africa,Brazil,"Balancing hydropower and biodiversity in the Amazon, Congo, and Mekong"
26042,Winters_etal,2017,Observational,Marine,Local,,mediterranean,Israel,"A low cost field-survey method for mapping seagrasses and their potential threats: an example from the northern Gulf of Aqaba, Red Sea"
26044,Witt and Godley,2007,Observational,Marine,Multi-national,9,north atlantic,United Kingdom,A step towards seascape scale conservation: Using vessel monitoring systems (VMS) to map fishing activity
26047,Wittig_etal,2007,Observational,Terrestrial,National,,africa,Burkina Faso,A study of climate change and anthropogenic impacts in West Africa
26049,Woinarski_etal,2018,Observational,Terrestrial,National,,australasia,Australia,How many reptiles are killed by cats in Australia?
26050,Wolaver_etal,2018,Observational,Terrestrial,Sub-national,1,north america,United States,An approach for evaluating changes in land-use from energy sprawl and other anthropogenic activities with implications for biotic resource management
W26585,Wong,2019,Observational,Terrestrial,Global,,Unknown,Unknown,Skin and Bones Unresolved: An Analysis of Tiger Seizures from 2000–2018.
26053,Wong_etal,2018,Observational,Marine,Sub-national,,arctic ocean,Canada,"Seasonal vessel activity risk to seabirds in waters off Baffin Island, Canada"
26054,Woodcock_etal,2013,Observational,Terrestrial,Sub-national,,asia,Malaysia,Impacts of Intensive Logging on the Trophic Organisation of Ant Communities in a Biodiversity Hotspot
26057,Wraith and Pickering,2019,Observational,Terrestrial,National,,australasia,Australia,A continental scale analysis of threats to orchids
26060,Wu,2016,Observational,Terrestrial,National,0.5,asia,China,Detecting and Attributing the Effects of Climate Change on the Distributions of Snake Species Over the Past 50 Years
26063,Wu_etal,2020,Observational,Terrestrial,Multi-national,30,asia,China,Ecological environment assessment for Greater Mekong Subregion based on Pressure-State-Response framework by remote sensing
W26574,Wwf,2016,Observational,Terrestrial,Multi-national,,asia,Myanmar,The Road Ahead: Protecting Tigers from Asia's Infrastructure Development Boom
W26575,Wwf,2017,Observational,Terrestrial,Sub-national,,asia,Indonesia,Using Public Data platforms to assess deforestation risks within jurisdictions
W26580,Wwf,2016,Observational,Terrestrial,Local,,north america,Mexico,Forest Degradation in the Core Zone of the Monarch Butterfly Biosphere Reserve 2015-2016
W26578,Wwf,2014,Observational,Marine,National,,north pacific,Russia,Illegal Russian Crab: An Investigation of Trade Flow
W26576,Wwf-Indonesia,2013,Observational,Terrestrial,Local,,asia,Indonesia,"Palming Off a National Park. Tracking Illegal oil Palm Fruit in Riau, Sumatra"
