ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res,Continent_Ocean,country_eez,Title,Threat,Threat1,Threat_metric,Threat_data,Quantity_threats,threat_precision,threat_database,Threat_decoded,Threat1_decoded,Georef_ind_driver,Direct_driver,Indirect_driver
25618,Sloan_etal,2018,Observational,Terrestrial,Sub-national,,asia,Indonesia,"Infrastructure development and contested forest governance threaten the Leuser Ecosystem, Indonesia",1.2:DevComInd; 2.5:AgUnspec; 4.1:RoadRail; 4.2:UtilityLine; 7.2:WaterSystem,1; 2; 4; 7,literature; modelled,Quantitative,5,cumulative,,Agriculture (Unspecified); Commercial & Industrial Areas; Dams & Water Management/Use; Roads & Railroads; Utility & Service Lines,Agriculture & Aquaculture; Natural System Modifications; Residential & Commercial Development; Transportation & Service Corridors,0,climate_change;direct_exploitation;invasive_and_alien_species;land/sea_use_change,conflits_and_epidemics;technology
25619,Smeraldo_etal,2020,Observational,Terrestrial,National,,europe,Italy,Modelling risks posed by wind turbines and power lines to soaring birds: the black stork (Ciconia nigra) in Italy as a case study,3.3:Renew; 4.2:UtilityLine,3; 4,database; modelled,Qualitative,2,level2,Various,Renewable Energy; Utility & Service Lines,Energy Production & Mining; Transportation & Service Corridors,1;0,climate_change;direct_exploitation;invasive_and_alien_species;pollution,demographic
25628,Smith Joshua_etal,2020,Observational,Marine,Sub-national,100,south pacific,Australia,Validation of presence-only models for conservation planning and the application to whales in a multiple-use marine park,4.3:ShipLane,4,literature,Qualitative,1,level2,,Shipping Lanes,Transportation & Service Corridors,1,climate_change;direct_exploitation;land/sea_use_change;pollution,demographic;economic
25622,Smith_etal,2014,Observational,Terrestrial,Local,30,north america,United States,Prioritizing winter habitat quality for greater sage-grouse in a landscape influenced by energy development,1.1:DevResid; 1.2:DevComInd; 3.4:EnergUnspec; 4.1:RoadRail,1; 3; 4,modelled,Quantitative,4,cumulative,,Commercial & Industrial Areas; Energy Production (Unspecified); Housing & Urban Areas; Roads & Railroads,Energy Production & Mining; Residential & Commercial Development; Transportation & Service Corridors,1,climate_change;invasive_and_alien_species;land/sea_use_change;pollution,demographic;economic;governance_and_institutions
25625,Smith_etal,2017,Observational,Terrestrial,Local,,north america,United States,Predation risk: A potential mechanism for effects of a wind energy facility on Greater Prairie-Chicken survival,3.3:Renew,3,survey,Qualitative,1,level2,,Renewable Energy,Energy Production & Mining,1,direct_exploitation;invasive_and_alien_species;land/sea_use_change;pollution,demographic;economic;society_and_culture
25629,Smolinski and Calkiewicz,2015,Observational,Marine,Sub-national,,north atlantic,Poland,A fish-based index for assessing the ecological status of Polish transitional and coastal waters,5.4:UseAquatic; 9.2:PollIndMil; 9.3:PollAgrFor,5; 9,pcm,Quantitative,3,cumulative,BalticSeaImpactIndex_HELCEOM2010,Agricultural & Forestry Effluents; Fishing & Harvesting Aquatic Resources; Industrial & Military Effluents,Biological Resource Use; Pollution,1;na,climate_change;direct_exploitation;invasive_and_alien_species;land/sea_use_change;pollution,demographic;economic;technology
25630,Snyder_etal,2011,Observational,Terrestrial,Local,,north america,United States,"Spatial variability of an invasive earthworm (Amynthas agrestis) population and potential impacts on soil characteristics and millipedes in the Great Smoky Mountains National Park, USA",8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,0,climate_change;climate_change,demographic;governance_and_institutions
25633,Soh_etal,2014,Observational,Terrestrial,Local,,asia,China,"Spatial correlates of livestock depredation by Amur tigers in Hunchun, China: Relevance of prey density and implications for protected area management",5.1:UseAnimals,5,database,Qualitative,1,level2,WCS_China,Hunting & Collecting Animals,Biological Resource Use,1,direct_exploitation;direct_exploitation,demographic;governance_and_institutions;society_and_culture
25636,Soiret_etal,2019,Observational,Terrestrial,Local,,africa,Ivory Coast,"The diversity and conservation of mammals in the Dodo Coastal Forest in southwestern Côte d'Ivoire, western Africa: A preliminary study",1.1:DevResid; 2.1:AgNTC; 2.5:AgUnspec; 4.1:RoadRail; 6.1:ActivRnR,1; 2; 4; 6,literature,Qualitative,5,level2,,Agriculture (Unspecified); Annual & Perennial Non-Timber Crops; Housing & Urban Areas; Recreational Activities; Roads & Railroads,Agriculture & Aquaculture; Human Intrusions & Disturbance; Residential & Commercial Development; Transportation & Service Corridors,0,pollution;pollution,demographic;governance_and_institutions;technology
25640,Songer,2006,Observational,Terrestrial,Sub-national,m,asia,Myanmar,Endangered dry deciduous forests of Upper Myanmar (Burma): A multi-scale approach for research and conservation,2.1:AgNTC; 2.3:AgLivestock; 5.2:UsePlant; 5.3:UseWood,2; 5,expert; rs,Qualitative,4,level1,,Annual & Perennial Non-Timber Crops; Gathering Terrestrial Plants; Livestock Farming & Ranching; Logging & Wood Harvesting,Agriculture & Aquaculture; Biological Resource Use,1,land/sea_use_change;land/sea_use_change,demographic;society_and_culture
25642,Songhurst_etal,2016,Observational,Terrestrial,Local,,africa,Botswana,Finding pathways to human-elephant coexistence: a risky business,1.1:DevResid; 2.1:AgNTC; 2.3:AgLivestock,1; 2,survey,Qualitative,3,level2,Census,Annual & Perennial Non-Timber Crops; Housing & Urban Areas; Livestock Farming & Ranching,Agriculture & Aquaculture; Residential & Commercial Development,1;0,invasive_and_alien_species;invasive_and_alien_species,demographic;society_and_culture;technology
25643,Sonricker_etal,2012,Observational,Freshwater,Global,,Unknown,Unknown,Digital Surveillance: A Novel Approach to Monitoring the Illegal Wildlife Trade,5.1:UseAnimals; 5.4:UseAquatic,5,other,Qualitative,2,level2,,Fishing & Harvesting Aquatic Resources; Hunting & Collecting Animals,Biological Resource Use,1,climate_change;direct_exploitation;direct_exploitation,demographic;technology
25645,Soriano_etal,2019,Observational,Freshwater,Local,500,asia,Philippines,"Land Use/Land Cover Change Detection and Urban Sprawl Analysis in the Mount Makiling Forest Reserve Watersheds and Buffer Zone, Philippines",1.1:DevResid; 2.5:AgUnspec; 4.1:RoadRail,1; 2; 4,rs,Qualitative,3,level1,,Agriculture (Unspecified); Housing & Urban Areas; Roads & Railroads,Agriculture & Aquaculture; Residential & Commercial Development; Transportation & Service Corridors,1;0,land/sea_use_change;pollution;pollution,economic
25646,Soroye_etal,2020,Observational,Terrestrial,Continental,0.5,europe,Unknown,Climate change contributes to widespread declines among bumble bees across continents,11.1:CC_Habitat; 11.3:CC_Temp,11,database,Quantitative,2,level1,ClimateResearchUnit,Habitat Shifting & Alteration; Temperature Extremes,Climate Change & Severe Weather,1,climate_change;climate_change;direct_exploitation;invasive_and_alien_species,economic;governance_and_institutions
25651,Sousa_etal,2019,Observational,Marine,Local,,north atlantic,Portugal,Disentangling exploitation of the intertidal grazer Phorcus sauciatus (Gastropoda: Trochidae) in an oceanic archipelago: Implications for conservation,5.4:UseAquatic,5,survey,Qualitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,0,climate_change,economic;governance_and_institutions;society_and_culture
25654,Spanowicz_etal,2020,Observational,Terrestrial,Multi-national,,north america,Canada,An adaptive plan for prioritizing road sections for fencing to reduce animal mortality,4.1:RoadRail,4,survey,Qualitative,1,level2,,Roads & Railroads,Transportation & Service Corridors,0,direct_exploitation,economic;governance_and_institutions;technology
25656,Spitzen-Van Der_etal,2016,Observational,Terrestrial,Multi-national,,europe,Germany,Expanding distribution of lethal amphibian fungus Batrachochytrium salamandrivorans in Europe,8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1;0,invasive_and_alien_species,economic;society_and_culture
25664,Stafford_etal,2017,S_Review,Terrestrial,Continental,,south america,Mexico,A Cross-Site Analysis of Neotropical Bird Hunting Profiles,5.1:UseAnimals,5,literature,Qualitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use,1,land/sea_use_change,economic;technology
25671,Steinke and Saito,2013,Observational,Freshwater,Multi-national,,south america,Brazil,Priority wetlands for conservation of waterbird's diversity in the mirim lagoon catchement area (Brazil-Uruguay),1.1:DevResid; 2.1:AgNTC; 2.3:AgLivestock,1; 2,modelled; rs,Qualitative,3,level2,,Annual & Perennial Non-Timber Crops; Housing & Urban Areas; Livestock Farming & Ranching,Agriculture & Aquaculture; Residential & Commercial Development,1,pollution,governance_and_institutions
25674,Steizenmuller_etal,2010,Observational,Marine,Sub-national,,north atlantic,United Kingdom,Towards a spatially explicit risk assessment for marine management: Assessing the vulnerability of fish to aggregate extraction,5.4:UseAquatic,5,survey,Qualitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1,climate_change;direct_exploitation,governance_and_institutions;society_and_culture
25676,Stelzenmuller_etal,2015,Observational,Marine,National,31,north atlantic,Germany,Quantitative environmental risk assessments in the context of marine spatial management: current approaches and some perspectives,5.4:UseAquatic,5,modelled,Quantitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1;na,climate_change;invasive_and_alien_species,governance_and_institutions;technology
25675,Stelzenmüller_etal,2009,Observational,Marine,Local,50,mediterranean,Spain,Patterns of species and functional diversity around a coastal marine reserve: A fisheries perspective,5.4:UseAquatic,5,survey,Quantitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,0,climate_change;land/sea_use_change,society_and_culture
25679,Stephens_etal,2016,Observational,Terrestrial,Continental,2500,north america,Unknown,Consistent response of bird populations to climate change on two continents,11.1:CC_Habitat,11,database,Quantitative,1,level2,WorldClim,Habitat Shifting & Alteration,Climate Change & Severe Weather,1,climate_change;pollution,society_and_culture;technology
25680,Stephenson_etal,2017,Observational,Marine,Local,100,north atlantic,United Kingdom,Spatial and temporal changes in pot-fishing effort and habitat use,5.4:UseAquatic,5,survey,Quantitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,0,direct_exploitation;invasive_and_alien_species,technology
25682,Steven and Castley,2013,Observational,Terrestrial,Global,,Unknown,Unknown,Tourism as a threat to critically endangered and endangered birds: Global patterns and trends in conservation hotspots,1.3:DevRnR; 6.1:ActivRnR,1; 6,database,Qualitative,2,cumulative,IUCN;BirdLife,Recreational Activities; Tourism & Recreation Areas,Human Intrusions & Disturbance; Residential & Commercial Development,1,direct_exploitation;land/sea_use_change,conflits_and_epidemics
25684,Stewart_etal,2010,Observational,Marine,Continental,1,indian ocean,Unknown,Characterizing fishing effort and spatial extent of coastal fisheries,5.4:UseAquatic,5,literature,Quantitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1;0,direct_exploitation;pollution,conflits_and_epidemics;demographic
25686,Stock_etal,2018,Observational,Marine,Global,5,Unknown,Unknown,Uncertainty analysis and robust areas of high and low modeled human impact on the global oceans,11.1:CC_Habitat; 3.1:OilGas; 4.3:ShipLane; 5.4:UseAquatic; 9.1:PollDWW; 9.2:PollIndMil; 9.3:PollAgrFor; 9.6:PollEnergy,11; 3; 4; 5; 9,modelled,Quantitative,8,cumulative,,"Agricultural & Forestry Effluents; Domestic & Urban Waste Water; Excess Energy (Light, Heat, Sound); Fishing & Harvesting Aquatic Resources; Habitat Shifting & Alteration; Industrial & Military Effluents; Oil & Gas Drilling; Shipping Lanes",Biological Resource Use; Climate Change & Severe Weather; Energy Production & Mining; Pollution; Transportation & Service Corridors,1,invasive_and_alien_species;land/sea_use_change,conflits_and_epidemics;demographic;economic
25687,Stock_etal,2018,Observational,Marine,Sub-national,,north pacific,United States,Mapping ecological indicators of human impact with statistical and machine learning methods: Tests on the California coast,1.2:DevComInd; 11.1:CC_Habitat; 11.3:CC_Temp; 11.5:CC_other; 3.1:OilGas; 4.3:ShipLane; 5.4:UseAquatic; 8.1:SDAlienInv; 9.3:PollAgrFor,1; 11; 3; 4; 5; 8; 9,pcm,Quantitative,9,cumulative,Halpern_2009,Agricultural & Forestry Effluents; Climate Change (Other); Commercial & Industrial Areas; Fishing & Harvesting Aquatic Resources; Habitat Shifting & Alteration; Invasive Non-Native/Alien Species; Oil & Gas Drilling; Shipping Lanes; Temperature Extremes,Biological Resource Use; Climate Change & Severe Weather; Energy Production & Mining; Invasive & Problematic Species; Pollution; Residential & Commercial Development; Transportation & Service Corridors,1;0,invasive_and_alien_species;pollution,conflits_and_epidemics;demographic;governance_and_institutions
25688,Stoica_etal,2017,Observational,Terrestrial,Local,0.5,europe,Romania,"A case study in the Moldavian Central Plateau, Romania - habitat distribution, conservation status and human impact in a protected area",1.1:DevResid; 1.3:DevRnR; 2.1:AgNTC; 2.3:AgLivestock; 2.4:Aqua; 4.1:RoadRail,1; 2; 4,rs; survey,Qualitative,6,level2,,Annual & Perennial Non-Timber Crops; Housing & Urban Areas; Livestock Farming & Ranching; Marine & Freshwater Aquaculture; Roads & Railroads; Tourism & Recreation Areas,Agriculture & Aquaculture; Residential & Commercial Development; Transportation & Service Corridors,1,land/sea_use_change;pollution,conflits_and_epidemics;demographic;society_and_culture
W26583,Stoner and Pervushina,2013,Observational,Terrestrial,Multi-national,,asia,India,Reduced to Skin and Bones Revisited: An updated analysis of tiger seizures from 12 Tiger range countries (2000 - 2012).,5.1:UseAnimals,5,database,Qualitative,1,level2,Various,Hunting & Collecting Animals,Biological Resource Use,0,climate_change;direct_exploitation;invasive_and_alien_species,conflits_and_epidemics;demographic;technology
